Ticker,AAPL,AAPL,AAPL,AAPL,AAPL,AMZN,AMZN,AMZN,AMZN,AMZN,GOOGL,GOOGL,GOOGL,GOOGL,GOOGL,MSFT,MSFT,MSFT,MSFT,MSFT
Price,Close,High,Low,Open,Volume,Close,High,Low,Open,Volume,Close,High,Low,Open,Volume,Close,High,Low,Open,Volume
Datetime,,,,,,,,,,,,,,,,,,,,
2023-02-01 14:30:00+00:00,142.9600067138672,143.8699951171875,142.58999633789062,143.86000061035156,11912462,101.8218994140625,102.55000305175781,101.56999969482422,102.12010192871094,13956146,98.48999786376953,99.1500015258789,97.86000061035156,99.1449966430664,5179336,246.1999969482422,248.05999755859375,245.6300048828125,247.92999267578125,3891335
2023-02-01 15:30:00+00:00,142.91000366210938,143.27499389648438,142.3300018310547,142.97000122070312,7542626,101.83999633789062,102.29499816894531,101.23999786376953,101.83000183105469,7375421,98.08499908447266,98.75,97.76000213623047,98.5,3658133,246.85000610351562,247.30499267578125,245.75,246.27000427246094,2926322
2023-02-01 16:30:00+00:00,141.9600067138672,143.0050048828125,141.72000122070312,142.91000366210938,6492856,102.27259826660156,102.27999877929688,101.79000091552734,101.83999633789062,4981365,98.2969970703125,98.31999969482422,97.88999938964844,98.08499908447266,2432962,247.07000732421875,247.3179931640625,246.5904998779297,246.85000610351562,1379808
2023-02-01 17:30:00+00:00,142.00999450683594,142.27000427246094,141.83999633789062,141.9517059326172,4542380,102.55999755859375,102.62000274658203,102.08999633789062,102.2750015258789,4290369,98.2750015258789,98.3499984741211,98.01000213623047,98.30000305175781,1993894,247.02999877929688,247.4600067138672,246.80999755859375,247.0717010498047,1362017
2023-02-01 18:30:00+00:00,142.38999938964844,143.19000244140625,141.52000427246094,142.02000427246094,7713862,102.79100036621094,103.67500305175781,101.80000305175781,102.56999969482422,9160128,98.44000244140625,98.875,97.6500015258789,98.27999877929688,3131830,247.46580505371094,248.64999389648438,245.80999755859375,247.0399932861328,2622552
2023-02-01 19:30:00+00:00,145.52999877929688,145.60000610351562,141.32000732421875,142.38999938964844,17228593,105.44000244140625,105.77999877929688,101.66999816894531,102.81999969482422,17848115,100.33000183105469,100.69000244140625,97.58000183105469,98.46499633789062,7198114,253.1699981689453,254.13999938964844,245.47000122070312,247.47000122070312,6933250
2023-02-01 20:30:00+00:00,145.4600067138672,146.61000061035156,145.1300048828125,145.53500366210938,11475417,105.16999816894531,106.23999786376953,104.9000015258789,105.44999694824219,10815175,100.43000030517578,101.19000244140625,100.2300033569336,100.33000183105469,4939848,252.75,255.17999267578125,252.10000610351562,253.1699981689453,5132693
2023-02-02 14:30:00+00:00,148.97000122070312,149.50999450683594,148.1699981689453,149.3125,20864893,110.31999969482422,112.16999816894531,108.87999725341797,112.05870056152344,36465047,106.88999938964844,107.31999969482422,105.61000061035156,106.5,19099131,258.8900146484375,260.6600036621094,257.25,259.3599853515625,9006961
