Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Price,Close,High,Low,Open,Volume
Date,,,,,
1980-12-12,0.09883449226617813,0.0992641836026215,0.09883449226617813,0.09883449226617813,469033600
1980-12-15,0.09367820620536804,0.0941078974033573,0.09367820620536804,0.0941078974033573,175884800
1980-12-16,0.0868024230003357,0.08723210845538532,0.0868024230003357,0.08723210845538532,105728000
1980-12-17,0.08895084261894226,0.08938053371889981,0.08895084261894226,0.08895084261894226,86441600
1980-12-18,0.09152977168560028,0.09195945716625491,0.09152977168560028,0.09152977168560028,73449600
1980-12-19,0.09711573272943497,0.09754542404081062,0.09711573272943497,0.09711573272943497,48630400
1980-12-22,0.10184227675199509,0.10227273670678191,0.10184227675199509,0.10184227675199509,37363200
1980-12-23,0.10613992065191269,0.10656961179712451,0.10613992065191269,0.10613992065191269,46950400
1980-12-24,0.11172587424516678,0.11215556540241428,0.11172587424516678,0.11172587424516678,48003200
1980-12-26,0.12203916907310486,0.12246886025535253,0.12203916907310486,0.12203916907310486,55574400
1980-12-29,0.1237579733133316,0.12418766467260377,0.1237579733133316,0.1237579733133316,93161600
1980-12-30,0.12075012922286987,0.12117980900954323,0.12075012922286987,0.12117980900954323,68880000
1980-12-31,0.11731263995170593,0.11774233127848494,0.11731263995170593,0.11774233127848494,35750400
1981-01-02,0.11860165745019913,0.11946103977763702,0.11860165745019913,0.11860165745019913,21660800
1981-01-05,0.11602351069450378,0.11645319029942339,0.11602351069450378,0.11645319029942339,35728000
1981-01-06,0.11086653172969818,0.11129622304119687,0.11086653172969818,0.11129622304119687,45158400
1981-01-07,0.10613992065191269,0.10656961179712451,0.10613992065191269,0.10656961179712451,55686400
1981-01-08,0.10399150848388672,0.1044211882396032,0.10399150848388672,0.1044211882396032,39827200
1981-01-09,0.10957746207714081,0.11000715336043437,0.10957746207714081,0.10957746207714081,21504000
1981-01-12,0.108718141913414,0.10957751340791562,0.108718141913414,0.10957751340791562,23699200
1981-01-13,0.1048508733510971,0.10528056455638804,0.1048508733510971,0.10528056455638804,23049600
1981-01-14,0.10528054088354111,0.1057102319922139,0.10528054088354111,0.10528054088354111,14291200
1981-01-15,0.10742901265621185,0.10828838362052622,0.10742901265621185,0.10742901265621185,14067200
1981-01-16,0.10656964033842087,0.10699933159871187,0.10656964033842088,0.10699933159871187,13395200
1981-01-19,0.11301496624946594,0.11344465752080304,0.11301496624946594,0.11301496624946594,41574400
1981-01-20,0.10957746207714081,0.11000715336043437,0.10957746207714081,0.11000715336043437,30083200
1981-01-21,0.11172587424516678,0.1125852450850134,0.11172587424516678,0.11172587424516678,15904000
1981-01-22,0.11301496624946594,0.11387434879214015,0.11301496624946594,0.11301496624946594,35548800
1981-01-23,0.11258529126644135,0.11344467393344702,0.11258529126644135,0.11301498259994418,11222400
